date,match_winner,player_red_1,player_red_2,player_red_3,player_red_4,player_red_5,player_blue_1,player_blue_2,player_blue_3,player_blue_4,player_blue_5
27/01/2024 14:28,MatchResult.BLUE,"(Player(name='iPlayYasuoOnly1', tag='EUNE'), <Champion.JARVAN_IV: 59>, <Lane.TOP: 1>)","(Player(name='iGK', tag='EUNE'), <Champion.NUNU_AND_WILLUMP: 20>, <Lane.JUNGLE: 2>)","(Player(name='killman257', tag='257'), <Champion.VEIGAR: 45>, <Lane.MID: 3>)","(Player(name='Boba%20Fetta', tag='EUNE'), <Champion.MISS_FORTUNE: 21>, <Lane.ADC: 4>)","(Player(name='T1%20Luka', tag='Djan'), <Champion.BLITZCRANK: 53>, <Lane.SUPPORT: 5>)","(Player(name='Pedro9873', tag='EUNE'), <Champion.IVERN: 427>, <Lane.TOP: 1>)","(Player(name='JGokay', tag='EUNE'), <Champion.RENGAR: 107>, <Lane.JUNGLE: 2>)","(Player(name='SheSaidSheWas%2018', tag='0404'), <Champion.RYZE: 13>, <Lane.MID: 3>)","(Player(name='CorosIV', tag='EUNE'), <Champion.JHIN: 202>, <Lane.ADC: 4>)","(Player(name='KaijsoN', tag='EUNE'), <Champion.XERATH: 101>, <Lane.SUPPORT: 5>)"
27/01/2024 14:28,MatchResult.RED,"(Player(name='JGokay', tag='EUNE'), <Champion.TRUNDLE: 48>, <Lane.TOP: 1>)","(Player(name='sjungit%20b%C3%A4ra', tag='sj%C3%B6ng'), <Champion.ZAC: 154>, <Lane.JUNGLE: 2>)","(Player(name='Nie%20Da%20Si%C4%99', tag='12345'), <Champion.AHRI: 103>, <Lane.MID: 3>)","(Player(name='Mousolini', tag='EUNE'), <Champion.MISS_FORTUNE: 21>, <Lane.ADC: 4>)","(Player(name='KaijsoN', tag='EUNE'), <Champion.XERATH: 101>, <Lane.SUPPORT: 5>)","(Player(name='KNAP', tag='EUNE'), <Champion.OLAF: 2>, <Lane.TOP: 1>)","(Player(name='C%C3%B8r%C3%B8nita', tag='3245'), <Champion.SEJUANI: 113>, <Lane.JUNGLE: 2>)","(Player(name='XxXMaestroXxX%20', tag='EUNE'), <Champion.LUCIAN: 236>, <Lane.MID: 3>)","(Player(name='Sqwenky%20ZedX', tag='EUNE'), <Champion.CAITLYN: 51>, <Lane.ADC: 4>)","(Player(name='ciocZor', tag='EUNE'), <Champion.SORAKA: 16>, <Lane.SUPPORT: 5>)"
27/01/2024 14:28,MatchResult.RED,"(Player(name='JGokay', tag='EUNE'), <Champion.ORNN: 516>, <Lane.TOP: 1>)","(Player(name='zelciu', tag='EUNE'), <Champion.ZAC: 154>, <Lane.JUNGLE: 2>)","(Player(name='Kuchen%20muchen%20', tag='EUNE'), <Champion.SYLAS: 517>, <Lane.MID: 3>)","(Player(name='WolverineO10', tag='EUNE'), <Champion.JHIN: 202>, <Lane.ADC: 4>)","(Player(name='DodaekTv', tag='EUNE'), <Champion.SERAPHINE: 147>, <Lane.SUPPORT: 5>)","(Player(name='Xpigenosa', tag='EUNE'), <Champion.GNAR: 150>, <Lane.TOP: 1>)","(Player(name='PranjoSudjman', tag='7225'), <Champion.PANTHEON: 80>, <Lane.JUNGLE: 2>)","(Player(name='Yessssuo', tag='EUNE'), <Champion.KATARINA: 55>, <Lane.MID: 3>)","(Player(name='Dreamss', tag='EUNE'), <Champion.VARUS: 110>, <Lane.ADC: 4>)","(Player(name='ioghi', tag='886'), <Champion.LEONA: 89>, <Lane.SUPPORT: 5>)"
27/01/2024 14:28,MatchResult.BLUE,"(Player(name='KaijsoN', tag='EUNE'), <Champion.WARWICK: 19>, <Lane.TOP: 1>)","(Player(name='cvvel', tag='x2137'), <Champion.GRAGAS: 79>, <Lane.JUNGLE: 2>)","(Player(name='JGokay', tag='EUNE'), <Champion.TALON: 91>, <Lane.MID: 3>)","(Player(name='Gol%20D%20R%CE%BFger%20', tag='EUNE'), <Champion.JINX: 222>, <Lane.ADC: 4>)","(Player(name='HENTAI%20jiwonhada', tag='EUNE'), <Champion.ALISTAR: 12>, <Lane.SUPPORT: 5>)","(Player(name='LaG%20%20Tarek', tag='EUNE'), <Champion.MORDEKAISER: 82>, <Lane.TOP: 1>)","(Player(name='Libba', tag='EUNE'), <Champion.BELVETH: 200>, <Lane.JUNGLE: 2>)","(Player(name='DRUPLAND', tag='EUNE'), <Champion.YASUO: 157>, <Lane.MID: 3>)","(Player(name='XMuntiii', tag='EUNE'), <Champion.VAYNE: 67>, <Lane.ADC: 4>)","(Player(name='RengokuH', tag='EUNE'), <Champion.THRESH: 412>, <Lane.SUPPORT: 5>)"
27/01/2024 14:28,MatchResult.RED,"(Player(name='XDTytanXD', tag='EUNE'), <Champion.SHEN: 98>, <Lane.TOP: 1>)","(Player(name='Majtan', tag='2323'), <Champion.HECARIM: 120>, <Lane.JUNGLE: 2>)","(Player(name='PossessMeViego', tag='EUNE'), <Champion.RIVEN: 92>, <Lane.MID: 3>)","(Player(name='in%20losers%20queue', tag='1111'), <Champion.XAYAH: 498>, <Lane.ADC: 4>)","(Player(name='AngeIIic', tag='EUNE'), <Champion.NAMI: 267>, <Lane.SUPPORT: 5>)","(Player(name='p0rnn', tag='p0rnn'), <Champion.ORNN: 516>, <Lane.TOP: 1>)","(Player(name='pacik01', tag='bidon'), <Champion.ZAC: 154>, <Lane.JUNGLE: 2>)","(Player(name='JGokay', tag='EUNE'), <Champion.SYLAS: 517>, <Lane.MID: 3>)","(Player(name='%CE%9C%CE%AF%CE%BB%CF%84%CE%BF%CF%82', tag='EUNE'), <Champion.TWITCH: 29>, <Lane.ADC: 4>)","(Player(name='Poggggg', tag='505'), <Champion.BLITZCRANK: 53>, <Lane.SUPPORT: 5>)"
27/01/2024 14:28,MatchResult.BLUE,"(Player(name='VilinskaKuma69', tag='EUNE'), <Champion.VLADIMIR: 8>, <Lane.TOP: 1>)","(Player(name='Cope', tag='00012'), <Champion.QIYANA: 246>, <Lane.JUNGLE: 2>)","(Player(name='RedHairOppai', tag='EUNE'), <Champion.YASUO: 157>, <Lane.MID: 3>)","(Player(name='Isaac%20Asimov', tag='EUNE'), <Champion.LUCIAN: 236>, <Lane.ADC: 4>)","(Player(name='NikolciaEnjoyer', tag='EUNE'), <Champion.SYNDRA: 134>, <Lane.SUPPORT: 5>)","(Player(name='GIadiat%CE%BFr', tag='EUNE'), <Champion.TRUNDLE: 48>, <Lane.TOP: 1>)","(Player(name='onlyZafa', tag='EUNE'), <Champion.GRAGAS: 79>, <Lane.JUNGLE: 2>)","(Player(name='JGokay', tag='EUNE'), <Champion.TALON: 91>, <Lane.MID: 3>)","(Player(name='p0rnn', tag='p0rnn'), <Champion.JHIN: 202>, <Lane.ADC: 4>)","(Player(name='PiccaBoy', tag='EUNE'), <Champion.LUX: 99>, <Lane.SUPPORT: 5>)"
27/01/2024 14:28,MatchResult.BLUE,"(Player(name='erik36', tag='EUNE'), <Champion.GAREN: 86>, <Lane.TOP: 1>)","(Player(name='Galelawen', tag='EUNE'), <Champion.MAOKAI: 57>, <Lane.JUNGLE: 2>)","(Player(name='ThePreDaToR1', tag='EUNE'), <Champion.SYLAS: 517>, <Lane.MID: 3>)","(Player(name='OP1STORM', tag='EUNE'), <Champion.VAYNE: 67>, <Lane.ADC: 4>)","(Player(name='Friend%20or%20Foe', tag='EUNE'), <Champion.ZYRA: 143>, <Lane.SUPPORT: 5>)","(Player(name='jekora123', tag='EUNE'), <Champion.YONE: 777>, <Lane.TOP: 1>)","(Player(name='Julciax2010PLYT', tag='JULAA'), <Champion.KAYN: 141>, <Lane.JUNGLE: 2>)","(Player(name='JGokay', tag='EUNE'), <Champion.AKALI: 84>, <Lane.MID: 3>)","(Player(name='p0rnn', tag='p0rnn'), <Champion.TRISTANA: 18>, <Lane.ADC: 4>)","(Player(name='SkarleasJR', tag='1126'), <Champion.ASHE: 22>, <Lane.SUPPORT: 5>)"
27/01/2024 14:28,MatchResult.RED,"(Player(name='Socz3k', tag='EUNE'), <Champion.TRUNDLE: 48>, <Lane.TOP: 1>)","(Player(name='Aoirechin', tag='EUNE'), <Champion.LILLIA: 876>, <Lane.JUNGLE: 2>)","(Player(name='MAJKL%20EVRYD%C5%BD', tag='RB%C5%A0B'), <Champion.LUCIAN: 236>, <Lane.MID: 3>)","(Player(name='RealDirewolf', tag='EUNE'), <Champion.KAISA: 145>, <Lane.ADC: 4>)","(Player(name='nimmsoft', tag='EUNE'), <Champion.JANNA: 40>, <Lane.SUPPORT: 5>)","(Player(name='S%20C%20A%20L%20L%20', tag='EUNE'), <Champion.YASUO: 157>, <Lane.TOP: 1>)","(Player(name='Quokka%20irl', tag='80085'), <Champion.NUNU_AND_WILLUMP: 20>, <Lane.JUNGLE: 2>)","(Player(name='%CE%95%CE%BC%20%CE%9A%CE%AC%CF%80%CF%89%CF%82%20', tag='EUNE'), <Champion.GWEN: 887>, <Lane.MID: 3>)","(Player(name='bogdantancerz123', tag='EUNE'), <Champion.SWAIN: 50>, <Lane.ADC: 4>)","(Player(name='Tiny%20Winky', tag='EUNE'), <Champion.TAHM_KENCH: 223>, <Lane.SUPPORT: 5>)"
27/01/2024 14:28,MatchResult.RED,"(Player(name='OFFER%20YOUR%20SOUL', tag='9261'), <Champion.AATROX: 266>, <Lane.TOP: 1>)","(Player(name='Stiif%C5%82onda', tag='EUNE'), <Champion.VI: 254>, <Lane.JUNGLE: 2>)","(Player(name='MAJKL%20EVRYD%C5%BD', tag='RB%C5%A0B'), <Champion.AZIR: 268>, <Lane.MID: 3>)","(Player(name='RealDirewolf', tag='EUNE'), <Champion.VAYNE: 67>, <Lane.ADC: 4>)","(Player(name='KRAJSTENA', tag='EUNE'), <Champion.XERATH: 101>, <Lane.SUPPORT: 5>)","(Player(name='T9%20Shayabaya', tag='EUNE'), <Champion.MORDEKAISER: 82>, <Lane.TOP: 1>)","(Player(name='Wonderski', tag='EUNE'), <Champion.TRUNDLE: 48>, <Lane.JUNGLE: 2>)","(Player(name='L9%20UNFORGOTTEN', tag='7762'), <Champion.ZED: 238>, <Lane.MID: 3>)","(Player(name='Are%20Leka', tag='lesno'), <Champion.CAITLYN: 51>, <Lane.ADC: 4>)","(Player(name='MysticSupport', tag='fky2'), <Champion.TARIC: 44>, <Lane.SUPPORT: 5>)"
27/01/2024 14:28,MatchResult.RED,"(Player(name='Ant%C3%A1rez', tag='EUNE'), <Champion.CAMILLE: 164>, <Lane.TOP: 1>)","(Player(name='erta', tag='EUNE'), <Champion.EVELYNN: 28>, <Lane.JUNGLE: 2>)","(Player(name='MAJKL%20EVRYD%C5%BD', tag='RB%C5%A0B'), <Champion.AKSHAN: 166>, <Lane.MID: 3>)","(Player(name='RealDirewolf', tag='EUNE'), <Champion.VAYNE: 67>, <Lane.ADC: 4>)","(Player(name='%C3%96bbi', tag='EUNE'), <Champion.MILIO: 902>, <Lane.SUPPORT: 5>)","(Player(name='uwu%20ardenciarz', tag='EUNE'), <Champion.ORNN: 516>, <Lane.TOP: 1>)","(Player(name='Anelka39', tag='EUNE'), <Champion.DIANA: 131>, <Lane.JUNGLE: 2>)","(Player(name='%C5%BD%C3%AD%C5%BD%C3%BD', tag='EUNE'), <Champion.ZED: 238>, <Lane.MID: 3>)","(Player(name='ARTlchoke', tag='EUNE'), <Champion.TWITCH: 29>, <Lane.ADC: 4>)","(Player(name='Purple%20Patuc%20PP', tag='EUNE'), <Champion.YUUMI: 350>, <Lane.SUPPORT: 5>)"
27/01/2024 14:28,MatchResult.RED,"(Player(name='GraveWalkerr', tag='EUNE'), <Champion.FIORA: 114>, <Lane.TOP: 1>)","(Player(name='juusi', tag='EUNE'), <Champion.LILLIA: 876>, <Lane.JUNGLE: 2>)","(Player(name='MAJKL%20EVRYD%C5%BD', tag='RB%C5%A0B'), <Champion.ZED: 238>, <Lane.MID: 3>)","(Player(name='RealDirewolf', tag='EUNE'), <Champion.KAISA: 145>, <Lane.ADC: 4>)","(Player(name='Vig%C3%A1nyCer%C5%91', tag='HUN'), <Champion.VEX: 711>, <Lane.SUPPORT: 5>)","(Player(name='posley', tag='0000'), <Champion.GWEN: 887>, <Lane.TOP: 1>)","(Player(name='Czysta%20i%20Blancik', tag='EUNE'), <Champion.XIN_ZHAO: 5>, <Lane.JUNGLE: 2>)","(Player(name='Jersias', tag='EUNE'), <Champion.NEEKO: 518>, <Lane.MID: 3>)","(Player(name='Beer%20Enjoyeer', tag='EUNE'), <Champion.JHIN: 202>, <Lane.ADC: 4>)","(Player(name='Fran%20Garcia', tag='FG20'), <Champion.ALISTAR: 12>, <Lane.SUPPORT: 5>)"
27/01/2024 14:28,MatchResult.RED,"(Player(name='Napu%C5%A1eniJednorog', tag='7770'), <Champion.KATARINA: 55>, <Lane.TOP: 1>)","(Player(name='MAJKL%20EVRYD%C5%BD', tag='RB%C5%A0B'), <Champion.TALIYAH: 163>, <Lane.JUNGLE: 2>)","(Player(name='Backflip%20Iphone', tag='EUNE'), <Champion.IRELIA: 39>, <Lane.MID: 3>)","(Player(name='RealDirewolf', tag='EUNE'), <Champion.KAISA: 145>, <Lane.ADC: 4>)","(Player(name='MrMarc0', tag='EUNE'), <Champion.MORGANA: 25>, <Lane.SUPPORT: 5>)","(Player(name='L9%20Murzyynianka', tag='EUNE'), <Champion.WARWICK: 19>, <Lane.TOP: 1>)","(Player(name='Trickster', tag='World'), <Champion.JAX: 24>, <Lane.JUNGLE: 2>)","(Player(name='Laugistiloss', tag='EUNE'), <Champion.ZED: 238>, <Lane.MID: 3>)","(Player(name='The%20World%20Ender', tag='7777'), <Champion.JHIN: 202>, <Lane.ADC: 4>)","(Player(name='nocigarboi', tag='EUNE'), <Champion.THRESH: 412>, <Lane.SUPPORT: 5>)"
27/01/2024 14:28,MatchResult.RED,"(Player(name='ToplaneWygrane', tag='0101'), <Champion.URGOT: 6>, <Lane.TOP: 1>)","(Player(name='RIP%C5%83DIP', tag='EUNE'), <Champion.JAX: 24>, <Lane.JUNGLE: 2>)","(Player(name='Dysfunction%C3%A4l', tag='EUNE'), <Champion.KATARINA: 55>, <Lane.MID: 3>)","(Player(name='CwntyFemboy', tag='EUNE'), <Champion.SAMIRA: 360>, <Lane.ADC: 4>)","(Player(name='Fr0sTy', tag='0505'), <Champion.NAUTILUS: 111>, <Lane.SUPPORT: 5>)","(Player(name='HideOnScarI', tag='EUNE'), <Champion.MORDEKAISER: 82>, <Lane.TOP: 1>)","(Player(name='MAJKL%20EVRYD%C5%BD', tag='RB%C5%A0B'), <Champion.UDYR: 77>, <Lane.JUNGLE: 2>)","(Player(name='SokratesS', tag='EUNE'), <Champion.SYNDRA: 134>, <Lane.MID: 3>)","(Player(name='RealDirewolf', tag='EUNE'), <Champion.VAYNE: 67>, <Lane.ADC: 4>)","(Player(name='suwak14', tag='SUWAK'), <Champion.SENNA: 235>, <Lane.SUPPORT: 5>)"
27/01/2024 14:28,MatchResult.RED,"(Player(name='bogusban321', tag='EUNE'), <Champion.TEEMO: 17>, <Lane.TOP: 1>)","(Player(name='Lukardo', tag='EUNE'), <Champion.NUNU_AND_WILLUMP: 20>, <Lane.JUNGLE: 2>)","(Player(name='tadpole%20george', tag='frog'), <Champion.RYZE: 13>, <Lane.MID: 3>)","(Player(name='RealDirewolf', tag='EUNE'), <Champion.XAYAH: 498>, <Lane.ADC: 4>)","(Player(name='Dend%C3%ADk%20SaveAss%C3%ADk', tag='EUNE'), <Champion.RAKAN: 497>, <Lane.SUPPORT: 5>)","(Player(name='Pisto', tag='HAIYA'), <Champion.TRUNDLE: 48>, <Lane.TOP: 1>)","(Player(name='Prom%C3%ADse', tag='EUNE'), <Champion.XIN_ZHAO: 5>, <Lane.JUNGLE: 2>)","(Player(name='NikaCuber', tag='EUNE'), <Champion.AZIR: 268>, <Lane.MID: 3>)","(Player(name='botlane%20of%20a7', tag='EUNE'), <Champion.SAMIRA: 360>, <Lane.ADC: 4>)","(Player(name='lulcia', tag='haze'), <Champion.LULU: 117>, <Lane.SUPPORT: 5>)"
27/01/2024 14:28,MatchResult.BLUE,"(Player(name='FrossTea', tag='L10'), <Champion.REKSAI: 421>, <Lane.TOP: 1>)","(Player(name='Ratkin', tag='EUNE'), <Champion.WARWICK: 19>, <Lane.JUNGLE: 2>)","(Player(name='SelFie', tag='1234'), <Champion.ANIVIA: 34>, <Lane.MID: 3>)","(Player(name='kaiwE', tag='EUNE'), <Champion.JHIN: 202>, <Lane.ADC: 4>)","(Player(name='GanzEgal', tag='1432'), <Champion.BRAND: 63>, <Lane.SUPPORT: 5>)","(Player(name='prasklej%20hrn%C3%AD%C4%8Dek', tag='frog'), <Champion.NASUS: 75>, <Lane.TOP: 1>)","(Player(name='ogstewe', tag='6969'), <Champion.TALON: 91>, <Lane.JUNGLE: 2>)","(Player(name='lavrajeala', tag='EUNE'), <Champion.VEX: 711>, <Lane.MID: 3>)","(Player(name='RealDirewolf', tag='EUNE'), <Champion.LUCIAN: 236>, <Lane.ADC: 4>)","(Player(name='Anders', tag='boo'), <Champion.XERATH: 101>, <Lane.SUPPORT: 5>)"
27/01/2024 14:28,MatchResult.BLUE,"(Player(name='JapaXX', tag='EUNE'), <Champion.YONE: 777>, <Lane.TOP: 1>)","(Player(name='lionl9%20brother', tag='EUNE'), <Champion.NUNU_AND_WILLUMP: 20>, <Lane.JUNGLE: 2>)","(Player(name='Joe%20M', tag='EUNE'), <Champion.VEIGAR: 45>, <Lane.MID: 3>)","(Player(name='ShekleR', tag='EUNE'), <Champion.APHELIOS: 523>, <Lane.ADC: 4>)","(Player(name='PaiNik', tag='EUNE'), <Champion.NIDALEE: 76>, <Lane.SUPPORT: 5>)","(Player(name='Best%20Hook%20Eune', tag='EUNE'), <Champion.SETT: 875>, <Lane.TOP: 1>)","(Player(name='prasklej%20hrn%C3%AD%C4%8Dek', tag='frog'), <Champion.SHACO: 35>, <Lane.JUNGLE: 2>)","(Player(name='K%C2%AAstr%C2%AAcij%C2%AA', tag='EUNE'), <Champion.FIZZ: 105>, <Lane.MID: 3>)","(Player(name='RealDirewolf', tag='EUNE'), <Champion.KAISA: 145>, <Lane.ADC: 4>)","(Player(name='ayven55', tag='EUNE'), <Champion.RAKAN: 497>, <Lane.SUPPORT: 5>)"
27/01/2024 14:28,MatchResult.RED,"(Player(name='Sailor%20Jupiter', tag='EUNE'), <Champion.MALPHITE: 54>, <Lane.TOP: 1>)","(Player(name='Azrael', tag='L9L9'), <Champion.LILLIA: 876>, <Lane.JUNGLE: 2>)","(Player(name='Bolen7', tag='EUNE'), <Champion.TALON: 91>, <Lane.MID: 3>)","(Player(name='Dziubson', tag='%E7%8B%AC%E8%A3%81%E8%80%85'), <Champion.EZREAL: 81>, <Lane.ADC: 4>)","(Player(name='Sushifalo', tag='EUNE'), <Champion.SENNA: 235>, <Lane.SUPPORT: 5>)","(Player(name='%CE%B4%CE%B9%CE%B1%CF%86%CE%BF%CF%81%CE%B1%CE%B1%CE%BD%CF%89%CF%84%CE%BF%CF%80%CE%BF%CF%85', tag='EUNE'), <Champion.AATROX: 266>, <Lane.TOP: 1>)","(Player(name='prasklej%20hrn%C3%AD%C4%8Dek', tag='frog'), <Champion.SHACO: 35>, <Lane.JUNGLE: 2>)","(Player(name='Descender', tag='GOD'), <Champion.VLADIMIR: 8>, <Lane.MID: 3>)","(Player(name='RealDirewolf', tag='EUNE'), <Champion.JHIN: 202>, <Lane.ADC: 4>)","(Player(name='FiatStiloEnjoyer', tag='5303'), <Champion.PYKE: 555>, <Lane.SUPPORT: 5>)"
27/01/2024 14:28,MatchResult.BLUE,"(Player(name='prasklej%20hrn%C3%AD%C4%8Dek', tag='frog'), <Champion.SHEN: 98>, <Lane.TOP: 1>)","(Player(name='King%20Slime', tag='YSL'), <Champion.LILLIA: 876>, <Lane.JUNGLE: 2>)","(Player(name='swierszczyk31', tag='EUNE'), <Champion.TWISTED_FATE: 4>, <Lane.MID: 3>)","(Player(name='RealDirewolf', tag='EUNE'), <Champion.KAISA: 145>, <Lane.ADC: 4>)","(Player(name='JaGrandadaddyGa', tag='EUNE'), <Champion.LULU: 117>, <Lane.SUPPORT: 5>)","(Player(name='Viktor%20Musk', tag='EUNE'), <Champion.GWEN: 887>, <Lane.TOP: 1>)","(Player(name='thejukic', tag='EUNE'), <Champion.BRIAR: 233>, <Lane.JUNGLE: 2>)","(Player(name='QBeee', tag='EUNE'), <Champion.KENNEN: 85>, <Lane.MID: 3>)","(Player(name='find%20your%20path', tag='EUNE'), <Champion.ASHE: 22>, <Lane.ADC: 4>)","(Player(name='Virginity', tag='EUNE'), <Champion.ANIVIA: 34>, <Lane.SUPPORT: 5>)"
27/01/2024 14:28,MatchResult.RED,"(Player(name='prasklej%20hrn%C3%AD%C4%8Dek', tag='frog'), <Champion.SION: 14>, <Lane.TOP: 1>)","(Player(name='Lotos', tag='EUNE'), <Champion.AMUMU: 32>, <Lane.JUNGLE: 2>)","(Player(name='Megazord24', tag='OGG'), <Champion.HWEI: 910>, <Lane.MID: 3>)","(Player(name='RealDirewolf', tag='EUNE'), <Champion.KAISA: 145>, <Lane.ADC: 4>)","(Player(name='jonskiiii', tag='EUNE'), <Champion.MILIO: 902>, <Lane.SUPPORT: 5>)","(Player(name='THE%20LAST%20ROCKET', tag='EUNE'), <Champion.YASUO: 157>, <Lane.TOP: 1>)","(Player(name='GURAL%20ZE%20SLEDZIA', tag='EUNE'), <Champion.DIANA: 131>, <Lane.JUNGLE: 2>)","(Player(name='777GAMBIT777', tag='EUNE'), <Champion.GALIO: 3>, <Lane.MID: 3>)","(Player(name='Luberd', tag='2137'), <Champion.CAITLYN: 51>, <Lane.ADC: 4>)","(Player(name='Silent%20PYKE', tag='15265'), <Champion.KARMA: 43>, <Lane.SUPPORT: 5>)"
27/01/2024 14:28,MatchResult.RED,"(Player(name='Div0toPile', tag='EUNE'), <Champion.KAYLE: 10>, <Lane.TOP: 1>)","(Player(name='Friendly%20Boy', tag='Briar'), <Champion.WARWICK: 19>, <Lane.JUNGLE: 2>)","(Player(name='prasklej%20hrn%C3%AD%C4%8Dek', tag='frog'), <Champion.HWEI: 910>, <Lane.MID: 3>)","(Player(name='RealDirewolf', tag='EUNE'), <Champion.KAISA: 145>, <Lane.ADC: 4>)","(Player(name='paca', tag='paca'), <Champion.SHACO: 35>, <Lane.SUPPORT: 5>)","(Player(name='lBeerusl', tag='2747'), <Champion.TRUNDLE: 48>, <Lane.TOP: 1>)","(Player(name='Serfeusz', tag='EUNE'), <Champion.FIDDLESTICKS: 9>, <Lane.JUNGLE: 2>)","(Player(name='Leblanc%20Sylas', tag='EUNE'), <Champion.IRELIA: 39>, <Lane.MID: 3>)","(Player(name='Koochamcieeeee', tag='EUNE'), <Champion.LUCIAN: 236>, <Lane.ADC: 4>)","(Player(name='Her3cia3', tag='6666'), <Champion.NAMI: 267>, <Lane.SUPPORT: 5>)"
27/01/2024 14:28,MatchResult.RED,"(Player(name='M%C3%A4ri0', tag='EUNE'), <Champion.YASUO: 157>, <Lane.TOP: 1>)","(Player(name='Reppy', tag='7777'), <Champion.GRAVES: 104>, <Lane.JUNGLE: 2>)","(Player(name='K2koo', tag='EUNE'), <Champion.ORIANNA: 61>, <Lane.MID: 3>)","(Player(name='Hi%20Im%20scrom', tag='EUNE'), <Champion.MISS_FORTUNE: 21>, <Lane.ADC: 4>)","(Player(name='Crokyx', tag='EUNE'), <Champion.BARD: 432>, <Lane.SUPPORT: 5>)","(Player(name='jaba', tag='JGGAP'), <Champion.VOLIBEAR: 106>, <Lane.TOP: 1>)","(Player(name='Garickylin', tag='EUNE'), <Champion.VIEGO: 234>, <Lane.JUNGLE: 2>)","(Player(name='prasklej%20hrn%C3%AD%C4%8Dek', tag='frog'), <Champion.TALON: 91>, <Lane.MID: 3>)","(Player(name='RealDirewolf', tag='EUNE'), <Champion.VARUS: 110>, <Lane.ADC: 4>)","(Player(name='roxvnv', tag='EUNE'), <Champion.MILIO: 902>, <Lane.SUPPORT: 5>)"
27/01/2024 14:28,MatchResult.BLUE,"(Player(name='Artistian', tag='EUNE'), <Champion.AKALI: 84>, <Lane.TOP: 1>)","(Player(name='IvanWielki', tag='Ivan'), <Champion.TRUNDLE: 48>, <Lane.JUNGLE: 2>)","(Player(name='CelestialFucera', tag='EUNE'), <Champion.JAX: 24>, <Lane.MID: 3>)","(Player(name='Kemono', tag='pip%C3%ADk'), <Champion.TWITCH: 29>, <Lane.ADC: 4>)","(Player(name='pipik', tag='ligma'), <Champion.NEEKO: 518>, <Lane.SUPPORT: 5>)","(Player(name='AlphaKennyOne', tag='EUNE'), <Champion.DARIUS: 122>, <Lane.TOP: 1>)","(Player(name='DirtyErwin', tag='EUNE'), <Champion.LILLIA: 876>, <Lane.JUNGLE: 2>)","(Player(name='prasklej%20hrn%C3%AD%C4%8Dek', tag='frog'), <Champion.GALIO: 3>, <Lane.MID: 3>)","(Player(name='RealDirewolf', tag='EUNE'), <Champion.SAMIRA: 360>, <Lane.ADC: 4>)","(Player(name='Anime%20Girl%20Thing', tag='Ecchi'), <Champion.YUUMI: 350>, <Lane.SUPPORT: 5>)"
27/01/2024 14:28,MatchResult.BLUE,"(Player(name='W3rB', tag='EUNE'), <Champion.AATROX: 266>, <Lane.TOP: 1>)","(Player(name='The%20Rootstepa', tag='EUNE'), <Champion.ELISE: 60>, <Lane.JUNGLE: 2>)","(Player(name='MAJKL%20EVRYD%C5%BD', tag='RB%C5%A0B'), <Champion.TWISTED_FATE: 4>, <Lane.MID: 3>)","(Player(name='RealDirewolf', tag='EUNE'), <Champion.SAMIRA: 360>, <Lane.ADC: 4>)","(Player(name='Hassiu', tag='EUNE'), <Champion.MORGANA: 25>, <Lane.SUPPORT: 5>)","(Player(name='SharpVHM', tag='mommy'), <Champion.SHEN: 98>, <Lane.TOP: 1>)","(Player(name='%C3%9F%C3%A3%C3%9Fa%C3%BFag%C3%A3', tag='XxXxX'), <Champion.LILLIA: 876>, <Lane.JUNGLE: 2>)","(Player(name='s4avitar', tag='EUNE'), <Champion.VLADIMIR: 8>, <Lane.MID: 3>)","(Player(name='Vasdas', tag='EUNE'), <Champion.JHIN: 202>, <Lane.ADC: 4>)","(Player(name='Kleeky', tag='EUNE'), <Champion.VELKOZ: 161>, <Lane.SUPPORT: 5>)"
27/01/2024 14:28,MatchResult.BLUE,"(Player(name='granatenahrvate', tag='EUNE'), <Champion.JAX: 24>, <Lane.TOP: 1>)","(Player(name='NoPr0', tag='EUNE'), <Champion.JARVAN_IV: 59>, <Lane.JUNGLE: 2>)","(Player(name='Knightlul', tag='EUNE'), <Champion.VEIGAR: 45>, <Lane.MID: 3>)","(Player(name='Chyt%C5%99ej%C5%A1%C3%AD', tag='SUPP'), <Champion.KAISA: 145>, <Lane.ADC: 4>)","(Player(name='Cifeldang', tag='EUNE'), <Champion.NAUTILUS: 111>, <Lane.SUPPORT: 5>)","(Player(name='impotent', tag='8589'), <Champion.KLED: 240>, <Lane.TOP: 1>)","(Player(name='Vit%C3%A1ny', tag='EUNE'), <Champion.GRAVES: 104>, <Lane.JUNGLE: 2>)","(Player(name='tadpole%20george', tag='frog'), <Champion.VLADIMIR: 8>, <Lane.MID: 3>)","(Player(name='RealDirewolf', tag='EUNE'), <Champion.SAMIRA: 360>, <Lane.ADC: 4>)","(Player(name='BMZ%20DAGLAS', tag='EUNE'), <Champion.SYLAS: 517>, <Lane.SUPPORT: 5>)"
