date,player,overall_win_rate,rank,total_games_played,level,last_twenty_games_kda_ratio,last_twenty_games_kill_participation,preferred_positions,last_twenty_games_win_rate
2024/01/29 03:26:52,"Player(name='Mwaah', tag='EUNE')",0.5,Gold II,14,260,-1,-1,[],-1
2024/01/29 03:27:02,"Player(name='4lonso', tag='EUNE')",0.583,Platinum III,48,351,-1,-1,[],-1
2024/01/29 03:27:04,"Player(name='Jurke', tag='EUNE')",0.294,Gold II,17,262,-1,-1,[],-1
2024/01/29 03:27:06,"Player(name='BOY%20dragec', tag='EUNE')",0.446,Platinum III,56,412,-1,-1,[],-1
2024/01/29 03:27:08,"Player(name='LilVerVer', tag='EUNE')",0.485,Platinum III,163,501,-1,-1,[],-1
2024/01/29 03:27:10,"Player(name='MohamedTheBomber', tag='EUNE')",0.6,Platinum I,15,112,-1,-1,[],-1
2024/01/29 03:27:12,"Player(name='GIA%20250', tag='EUNE')",0.552,Gold II,29,356,-1,-1,[],-1
2024/01/29 03:27:14,"Player(name='Reisen', tag='Firf')",0.7190000000000001,Platinum II,32,45,-1,-1,[],-1
2024/01/29 03:27:16,"Player(name='RangeRoverSport', tag='EUNE')",0.455,Gold IV,33,363,-1,-1,[],-1
2024/01/29 03:27:17,"Player(name='nielubieSM', tag='EUNE')",0.568,Platinum IV,74,364,-1,-1,[],-1
2024/01/29 03:27:20,"Player(name='MohamedTheBomber', tag='EUNE')",0.6,Platinum I,15,112,-1,-1,[],-1
2024/01/29 03:27:21,"Player(name='Forklift%20Manager', tag='EUNE')",0.5329999999999999,Platinum I,92,262,-1,-1,[],-1
2024/01/29 03:27:24,"Player(name='The%20Fool', tag='4567')",0.435,Platinum III,46,575,-1,-1,[],-1
2024/01/29 03:27:26,"Player(name='RangeRoverSport', tag='EUNE')",0.455,Gold IV,33,363,-1,-1,[],-1
2024/01/29 03:27:28,"Player(name='Primul%20prost', tag='EUNE')",0.588,Gold I,17,326,-1,-1,[],-1
2024/01/29 03:27:30,"Player(name='OTP%20DRAK%20SMAUG', tag='EUNE')",0.667,Platinum IV,9,790,-1,-1,[],-1
2024/01/29 03:27:32,"Player(name='Madzinos', tag='EUNE')",0.551,Platinum II,49,316,-1,-1,[],-1
2024/01/29 03:27:34,"Player(name='Tiger%20Woods', tag='107')",0.474,Gold II,38,92,-1,-1,[],-1
2024/01/29 03:27:36,"Player(name='iBlameIvo', tag='7777')",0.344,Platinum III,32,364,-1,-1,[],-1
2024/01/29 03:27:38,"Player(name='croverecht', tag='EUNE')",0.375,Gold II,16,32,-1,-1,[],-1
2024/01/29 03:27:40,"Player(name='GreenStory', tag='EUNE')",0.513,Emerald IV,240,83,-1,-1,[],-1
2024/01/29 03:27:43,"Player(name='Je%20suis%20garbage', tag='EUNE')",0.348,Emerald IV,23,512,-1,-1,[],-1
2024/01/29 03:27:48,"Player(name='MohamedTheBomber', tag='EUNE')",0.6,Platinum I,15,112,-1,-1,[],-1
2024/01/29 03:27:50,"Player(name='Sporkson', tag='EUNE')",0.547,Platinum III,64,163,-1,-1,[],-1
2024/01/29 03:27:53,"Player(name='KrakenSlayer', tag='EUE')",0.516,Emerald IV,31,123,-1,-1,[],-1
2024/01/29 03:27:55,"Player(name='oskiking', tag='EUNE')",0.645,Emerald IV,62,427,-1,-1,[],-1
2024/01/29 03:27:57,"Player(name='Jazdaaa3', tag='EUNE')",0.5820000000000001,Emerald IV,55,287,-1,-1,[],-1
2024/01/29 03:28:00,"Player(name='pizdzisko', tag='tak')",0.5710000000000001,Emerald III,70,815,-1,-1,[],-1
2024/01/29 03:28:03,"Player(name='EGO%20DESTROYER%20XD', tag='godl9')",0.33299999999999996,Emerald IV,21,44,-1,-1,[],-1
2024/01/29 03:28:05,"Player(name='meow', tag='zvxmn')",0.44299999999999995,Platinum II,79,620,-1,-1,[],-1
2024/01/29 03:28:08,"Player(name='Bielu', tag='fleet')",0.515,Emerald IV,66,424,-1,-1,[],-1
2024/01/29 03:28:10,"Player(name='Muscle%20Daddy', tag='2137')",0.47100000000000003,Platinum II,68,602,-1,-1,[],-1
2024/01/29 03:28:12,"Player(name='Love%20You%20', tag='EUNE')",0.57,Emerald I,86,368,-1,-1,[],-1
2024/01/29 03:28:15,"Player(name='DF%20Calm%20Down', tag='EUNE')",0.5529999999999999,Platinum II,85,422,-1,-1,[],-1
2024/01/29 03:28:17,"Player(name='bozooo', tag='EUNE')",0.429,Platinum III,77,496,-1,-1,[],-1
2024/01/29 03:28:19,"Player(name='MohamedTheBomber', tag='EUNE')",0.6,Platinum I,15,112,-1,-1,[],-1
2024/01/29 03:28:22,"Player(name='Flatalbert69', tag='6969')",0.594,Emerald IV,32,574,-1,-1,[],-1
2024/01/29 03:28:24,"Player(name='f0xi', tag='SGL')",0.662,Emerald I,68,251,-1,-1,[],-1
2024/01/29 03:28:27,"Player(name='Magiosnika', tag='EUNE')",0.57,Emerald II,79,590,-1,-1,[],-1
2024/01/29 03:28:29,"Player(name='75064', tag='75064')",0.541,Platinum I,37,427,-1,-1,[],-1
2024/01/29 03:28:32,"Player(name='Chuicinaimie', tag='EUNE')",0.509,Platinum IV,57,426,-1,-1,[],-1
2024/01/29 03:28:35,"Player(name='Majster%20Katarina', tag='EUNE')",0.53,Gold III,66,479,-1,-1,[],-1
2024/01/29 03:28:38,"Player(name='Pumped%20AkHor', tag='ciga')",0.439,Platinum III,57,567,-1,-1,[],-1
2024/01/29 03:28:41,"Player(name='KintokiJD', tag='2137')",0.485,Gold I,33,342,-1,-1,[],-1
2024/01/29 03:28:44,"Player(name='MajsterWiertara', tag='EUNE')",0.531,Platinum IV,32,299,-1,-1,[],-1
2024/01/29 03:28:47,"Player(name='MohamedTheBomber', tag='EUNE')",0.6,Platinum I,15,112,-1,-1,[],-1
2024/01/29 03:28:49,"Player(name='Dr%20Iupo', tag='EUNE')",0.42100000000000004,Gold II,38,442,-1,-1,[],-1
2024/01/29 03:28:51,"Player(name='RangeRoverSport', tag='EUNE')",0.455,Gold IV,33,363,-1,-1,[],-1
2024/01/29 03:28:54,"Player(name='PPtaker%20', tag='EUNE')",0.534,Emerald IV,118,409,-1,-1,[],-1
2024/01/29 03:28:57,"Player(name='Czumur', tag='EUNE')",0.426,Gold I,61,270,-1,-1,[],-1
2024/01/29 03:29:00,"Player(name='NewbieAdam', tag='EUNE')",0.625,Platinum I,16,60,-1,-1,[],-1
2024/01/29 03:29:10,"Player(name='Pekka888', tag='EUNE')",0.514,Emerald IV,37,371,-1,-1,[],-1
2024/01/29 03:29:12,"Player(name='H%C4%B1de%20In%20Lol%C4%B1', tag='2342')",0.556,Platinum I,9,448,-1,-1,[],-1
2024/01/29 03:29:14,"Player(name='mariusz9q', tag='EUNE')",0.44799999999999995,Emerald III,134,899,-1,-1,[],-1
2024/01/29 03:29:15,"Player(name='xAhmedx1337', tag='EUNE')",0.4,Emerald IV,5,360,-1,-1,[],-1
2024/01/29 03:29:17,"Player(name='Me%20%20%E3%83%84', tag='nina')",0.5,Emerald III,124,678,-1,-1,[],-1
2024/01/29 03:29:20,"Player(name='MACIOO01', tag='EUNE')",0.565,Emerald III,108,417,-1,-1,[],-1
2024/01/29 03:29:22,"Player(name='Zmile', tag='KUMxD')",0.563,Platinum II,32,457,-1,-1,[],-1
2024/01/29 03:29:24,"Player(name='Tyler1', tag='Bdig')",0.565,Emerald IV,108,193,-1,-1,[],-1
2024/01/29 03:29:26,"Player(name='UR%C3%98BOROS', tag='EUNE')",0.461,Emerald IV,89,423,-1,-1,[],-1
2024/01/29 03:29:28,"Player(name='mocneyakub', tag='nilah')",0.5,Emerald IV,170,549,-1,-1,[],-1
2024/01/29 03:29:30,"Player(name='WumWzum', tag='EUNE')",0.46799999999999997,Emerald IV,77,158,-1,-1,[],-1
2024/01/29 03:29:32,"Player(name='H%C4%B1de%20In%20Lol%C4%B1', tag='2342')",0.556,Platinum I,9,448,-1,-1,[],-1
2024/01/29 03:29:33,"Player(name='B%C3%8CLLY%20KID', tag='JZ40')",0.568,Emerald III,95,244,-1,-1,[],-1
2024/01/29 03:29:35,"Player(name='iHopeYreFine', tag='EUNE')",0.505,Emerald III,103,492,-1,-1,[],-1
2024/01/29 03:29:37,"Player(name='Niceonx', tag='EUNE')",0.5,Emerald IV,42,181,-1,-1,[],-1
2024/01/29 03:29:40,"Player(name='IIIII%20Z%20IIIII', tag='7349')",0.573,Diamond IV,75,462,-1,-1,[],-1
2024/01/29 03:29:42,"Player(name='Mosqu%C3%ACto', tag='EUNE')",0.507,Platinum II,69,571,-1,-1,[],-1
2024/01/29 03:29:44,"Player(name='ReportJungle%20l', tag='EUNE')",0.419,Emerald IV,74,170,-1,-1,[],-1
2024/01/29 03:29:47,"Player(name='CHOODINI98', tag='CHUDY')",0.536,Emerald IV,125,363,-1,-1,[],-1
2024/01/29 03:29:49,"Player(name='hi%20im%20dd', tag='EUNE')",0.602,Emerald II,123,175,-1,-1,[],-1
2024/01/29 03:29:52,"Player(name='Onykes%20', tag='EUNE')",0.455,Platinum I,55,184,-1,-1,[],-1
2024/01/29 03:29:54,"Player(name='JimmyPlayer', tag='EUNE')",0.511,Platinum I,47,42,-1,-1,[],-1
2024/01/29 03:29:56,"Player(name='fy%20Befellegzett', tag='EUNE')",0.456,Platinum I,68,371,-1,-1,[],-1
2024/01/29 03:29:58,"Player(name='GooDaysAreComing', tag='4315')",0.5,Emerald IV,88,462,-1,-1,[],-1
2024/01/29 03:30:01,"Player(name='H%C4%B1de%20In%20Lol%C4%B1', tag='2342')",0.556,Platinum I,9,448,-1,-1,[],-1
2024/01/29 03:30:03,"Player(name='Xvder0', tag='Ora')",0.524,Platinum I,126,300,-1,-1,[],-1
2024/01/29 03:30:05,"Player(name='xLemonHaze', tag='2137')",0.644,Emerald IV,59,548,-1,-1,[],-1
2024/01/29 03:30:08,"Player(name='2352341231512341', tag='EUNE')",0.513,Emerald IV,80,45,-1,-1,[],-1
2024/01/29 03:30:11,"Player(name='OriasMorningstar', tag='EUNE')",0.508,Emerald III,59,417,-1,-1,[],-1
2024/01/29 03:30:14,"Player(name='Chief%20Keef', tag='sraka')",0.643,Emerald IV,28,38,-1,-1,[],-1
2024/01/29 03:30:16,"Player(name='H%C4%B1de%20In%20Lol%C4%B1', tag='2342')",0.556,Platinum I,9,448,-1,-1,[],-1
2024/01/29 03:30:18,"Player(name='Impresionante', tag='EUNE')",0.56,Emerald II,116,249,-1,-1,[],-1
2024/01/29 03:30:21,"Player(name='mrTka%20v%20kapse', tag='EUNE')",0.519,Emerald IV,54,365,-1,-1,[],-1
2024/01/29 03:30:23,"Player(name='O%20Pat%C3%A9tico', tag='EUNE')",0.475,Platinum I,40,66,-1,-1,[],-1
2024/01/29 03:30:25,"Player(name='%C5%A0imon%20Loveck%C3%BD', tag='EUNE')",0.75,Emerald IV,12,315,-1,-1,[],-1
2024/01/29 03:30:27,"Player(name='1ptamenoVetex', tag='EUNE')",0.493,Emerald IV,75,373,-1,-1,[],-1
2024/01/29 03:30:30,"Player(name='PirateKing77', tag='EUNE')",0.536,Platinum III,69,174,-1,-1,[],-1
2024/01/29 03:30:33,"Player(name='SweatingBeaver', tag='EUNE')",0.61,Emerald III,59,313,-1,-1,[],-1
2024/01/29 03:30:35,"Player(name='Gapz', tag='EUNE')",0.47200000000000003,Platinum I,72,352,-1,-1,[],-1
2024/01/29 03:30:36,"Player(name='G33', tag='EUNE')",0.504,Platinum III,119,382,-1,-1,[],-1
2024/01/29 03:30:39,"Player(name='H%C4%B1de%20In%20Lol%C4%B1', tag='2342')",0.556,Platinum I,9,448,-1,-1,[],-1
2024/01/29 03:30:41,"Player(name='H%C3%98LL%C3%AAR', tag='EUNE')",0.534,Emerald II,73,289,-1,-1,[],-1
2024/01/29 03:30:44,"Player(name='IIJatFireII', tag='EUNE')",0.591,Platinum II,22,382,-1,-1,[],-1
2024/01/29 03:30:46,"Player(name='SwiderekKoperek', tag='EUNE')",0.222,Platinum III,9,91,-1,-1,[],-1
2024/01/29 03:30:48,"Player(name='Cholewa', tag='SZEFU')",0.585,Emerald IV,41,525,-1,-1,[],-1
2024/01/29 03:30:51,"Player(name='CERTIFIED%20MUNCH', tag='EUNE')",0.565,Platinum III,23,335,-1,-1,[],-1
2024/01/29 03:30:54,"Player(name='The%20weed%20seed', tag='EUNE')",0.531,Platinum II,32,63,-1,-1,[],-1
2024/01/29 03:30:56,"Player(name='yarbarpl', tag='EUNE')",0.542,Platinum II,24,413,-1,-1,[],-1
2024/01/29 03:30:59,"Player(name='Zeft', tag='EUNE')",0.4,Platinum II,25,711,-1,-1,[],-1
2024/01/29 03:31:01,"Player(name='Kr%C3%B3l%20Lamusuw', tag='EUNE')",0.5489999999999999,Emerald IV,71,86,-1,-1,[],-1
2024/01/29 03:31:11,"Player(name='KraljDiskoteka', tag='EUNE')",0.565,Emerald III,92,133,-1,-1,[],-1
2024/01/29 03:31:13,"Player(name='Kund%C3%AD%20%C5%A0lem%20V1', tag='MTFCR')",0.45,Emerald IV,20,440,-1,-1,[],-1
2024/01/29 03:31:15,"Player(name='Kyle%20Rich', tag='EUNE')",0.667,Platinum II,9,355,-1,-1,[],-1
2024/01/29 03:31:16,"Player(name='Aktikusz', tag='16842')",0.465,Platinum I,99,436,-1,-1,[],-1
2024/01/29 03:31:19,"Player(name='Wacek', tag='2115')",0.545,Emerald IV,44,261,-1,-1,[],-1
2024/01/29 03:31:21,"Player(name='H%C4%B1de%20In%20Lol%C4%B1', tag='2342')",0.556,Platinum I,9,448,-1,-1,[],-1
2024/01/29 03:31:23,"Player(name='YoungMoney', tag='DPI')",0.583,Platinum II,36,587,-1,-1,[],-1
2024/01/29 03:31:24,"Player(name='jarajda', tag='EUNE')",0.614,Emerald IV,44,100,-1,-1,[],-1
2024/01/29 03:31:27,"Player(name='That%20was%20fIZI', tag='EUNE')",0.5710000000000001,Emerald IV,21,328,-1,-1,[],-1
2024/01/29 03:31:29,"Player(name='Kole', tag='3026')",0.75,Platinum II,4,169,-1,-1,[],-1
2024/01/29 03:31:31,"Player(name='OvisOn', tag='EUNE')",0.6,Platinum I,20,147,-1,-1,[],-1
2024/01/29 03:31:33,"Player(name='Chazarus', tag='EUNE')",0.3,Platinum II,20,355,-1,-1,[],-1
2024/01/29 03:31:35,"Player(name='RSSDector', tag='EUNE')",0.528,Emerald III,36,255,-1,-1,[],-1
2024/01/29 03:31:37,"Player(name='BodiniGypsyQueen', tag='EUNE')",0.56,Emerald IV,25,357,-1,-1,[],-1
2024/01/29 03:31:39,"Player(name='SamotnyOgier', tag='EUNE')",0.528,Emerald IV,72,699,-1,-1,[],-1
2024/01/29 03:31:41,"Player(name='H%C4%B1de%20In%20Lol%C4%B1', tag='2342')",0.556,Platinum I,9,448,-1,-1,[],-1
2024/01/29 03:31:43,"Player(name='OneDashperSecond', tag='EUNE')",0.484,Emerald IV,64,497,-1,-1,[],-1
2024/01/29 03:31:45,"Player(name='dark%C3%AAr', tag='EUNE')",0.469,Emerald IV,49,320,-1,-1,[],-1
2024/01/29 03:31:47,"Player(name='pita%20me%20xortari', tag='EUNE')",0.508,Emerald II,181,432,-1,-1,[],-1
2024/01/29 03:31:50,"Player(name='wenedy', tag='naxui')",0.33299999999999996,Platinum II,6,209,-1,-1,[],-1
2024/01/29 03:31:52,"Player(name='H%C4%B1de%20In%20Lol%C4%B1', tag='2342')",0.556,Platinum I,9,448,-1,-1,[],-1
2024/01/29 03:31:53,"Player(name='Ivan%20Karamazov', tag='EUNE')",0.5329999999999999,Emerald IV,30,283,-1,-1,[],-1
2024/01/29 03:31:55,"Player(name='rosolik', tag='siur')",0.505,Emerald IV,93,776,-1,-1,[],-1
2024/01/29 03:31:57,"Player(name='MeGoo%20Sett', tag='EUNE')",0.529,Platinum I,17,653,-1,-1,[],-1
2024/01/29 03:32:00,"Player(name='KingMirko', tag='1337')",0.516,Emerald IV,126,440,-1,-1,[],-1
2024/01/29 03:32:02,"Player(name='Doctor%20Sexy', tag='EUNE')",0.596,Emerald III,47,859,-1,-1,[],-1
2024/01/29 03:32:05,"Player(name='L9%20Gypsyy%20Slayer', tag='JDJP')",0.595,Emerald III,42,608,-1,-1,[],-1
2024/01/29 03:32:07,"Player(name='blue123123', tag='EUNE')",0.4,Platinum II,25,270,-1,-1,[],-1
2024/01/29 03:32:09,"Player(name='FR3SHM4N%20PR3Z3S', tag='EUNE')",0.478,Emerald IV,46,463,-1,-1,[],-1
2024/01/29 03:32:12,"Player(name='K%C3%A8Mix', tag='EUNE')",0.467,Emerald IV,45,255,-1,-1,[],-1
2024/01/29 03:32:14,"Player(name='H%C4%B1de%20In%20Lol%C4%B1', tag='2342')",0.556,Platinum I,9,448,-1,-1,[],-1
2024/01/29 03:32:16,"Player(name='Dunnothet', tag='EUNE')",0.519,Emerald III,79,421,-1,-1,[],-1
2024/01/29 03:32:19,"Player(name='Chengeling', tag='EUNE')",0.5329999999999999,Emerald III,60,339,-1,-1,[],-1
2024/01/29 03:32:21,"Player(name='Mommy', tag='satru')",0.0,Platinum II,1,470,-1,-1,[],-1
2024/01/29 03:32:23,"Player(name='Meercin', tag='EUNE')",0.491,Platinum I,165,348,-1,-1,[],-1
2024/01/29 03:32:26,"Player(name='Antronis', tag='EUNE')",0.491,Emerald III,53,469,-1,-1,[],-1
2024/01/29 03:32:28,"Player(name='Godly8815', tag='EUNE')",0.45,Platinum I,20,130,-1,-1,[],-1
2024/01/29 03:32:29,"Player(name='oldin', tag='9170')",0.418,Platinum II,55,90,-1,-1,[],-1
2024/01/29 03:32:31,"Player(name='sdy', tag='2137')",0.0,Emerald IV,1,70,-1,-1,[],-1
2024/01/29 03:32:32,"Player(name='REM', tag='1337')",0.0,Platinum III,1,159,-1,-1,[],-1
2024/01/29 03:32:34,"Player(name='Asfalciuch', tag='7043')",0.0,Gold I,0,530,-1,-1,[],-1
2024/01/29 03:32:37,"Player(name='El%20Knuhrleone', tag='EUNE')",0.425,Platinum IV,80,452,-1,-1,[],-1
2024/01/29 03:32:39,"Player(name='kokesmetonTE0', tag='EUNE')",0.494,Emerald IV,79,416,-1,-1,[],-1
2024/01/29 03:32:42,"Player(name='KokesMeTonKayn', tag='EUNE')",0.536,Diamond II,140,117,-1,-1,[],-1
2024/01/29 03:32:45,"Player(name='Little%20Jester', tag='EUNE')",0.45799999999999996,Platinum II,59,203,-1,-1,[],-1
2024/01/29 03:32:48,"Player(name='Pampush', tag='EUNE')",0.217,Platinum IV,23,421,-1,-1,[],-1
2024/01/29 03:32:50,"Player(name='go%20buy%20lotto', tag='EUNE')",0.531,Emerald IV,49,511,-1,-1,[],-1
2024/01/29 03:32:53,"Player(name='RobyJames', tag='EUNE')",0.47600000000000003,Emerald IV,21,478,-1,-1,[],-1
2024/01/29 03:32:55,"Player(name='whitebeardGR91', tag='EUNE')",0.557,Emerald I,88,290,-1,-1,[],-1
2024/01/29 03:32:58,"Player(name='pythagoras9', tag='EUNE')",0.522,Emerald IV,90,511,-1,-1,[],-1
2024/01/29 03:33:08,"Player(name='H%C4%B1de%20In%20Lol%C4%B1', tag='2342')",0.556,Platinum I,9,448,-1,-1,[],-1
2024/01/29 03:33:10,"Player(name='Renaaz', tag='EUNE')",0.596,Emerald II,52,329,-1,-1,[],-1
2024/01/29 03:33:11,"Player(name='Kamil%20Kucia', tag='EUNE')",0.42100000000000004,Emerald IV,95,426,-1,-1,[],-1
2024/01/29 03:33:13,"Player(name='H%C4%B1de%20In%20Lol%C4%B1', tag='2342')",0.556,Platinum I,9,448,-1,-1,[],-1
2024/01/29 03:33:15,"Player(name='Fos%C3%B3r%C3%A9m', tag='EUNE')",0.486,Emerald IV,35,777,-1,-1,[],-1
2024/01/29 03:33:17,"Player(name='%C5%81ub%C5%81ub%C5%81ub%C5%81ub%C5%81ub', tag='EUNE')",0.5329999999999999,Emerald IV,30,378,-1,-1,[],-1
2024/01/29 03:33:19,"Player(name='H%C4%B1de%20In%20Lol%C4%B1', tag='2342')",0.556,Platinum I,9,448,-1,-1,[],-1
2024/01/29 03:33:20,"Player(name='All%20Eyez%20on%20Yi', tag='EUNE')",0.511,Emerald IV,137,1021,-1,-1,[],-1
2024/01/29 03:33:22,"Player(name='zTervill', tag='EUNE')",0.596,Emerald III,52,365,-1,-1,[],-1
2024/01/29 03:33:24,"Player(name='adamuptown', tag='EUNE')",0.308,Emerald IV,13,114,-1,-1,[],-1
2024/01/29 03:33:26,"Player(name='Arkolion', tag='EUNE')",0.5,Platinum IV,48,345,-1,-1,[],-1
2024/01/29 03:33:27,"Player(name='rquscw', tag='EUNE')",0.44799999999999995,Platinum II,29,106,-1,-1,[],-1
2024/01/29 03:33:29,"Player(name='Dimi%20Shr%C3%ABd%C3%ABR', tag='EUNE')",0.42,Platinum III,50,316,-1,-1,[],-1
2024/01/29 03:33:31,"Player(name='JGLER%20DIFF%2015', tag='xdxd')",0.507,Platinum III,67,228,-1,-1,[],-1
2024/01/29 03:33:32,"Player(name='ExoticServers', tag='EUNE')",0.276,Gold I,29,60,-1,-1,[],-1
2024/01/29 03:33:34,"Player(name='OPEN%20YOUR%20EYE%20', tag='EUNE')",0.5,Platinum IV,20,62,-1,-1,[],-1
2024/01/29 03:33:36,"Player(name='kobi33', tag='EUNE')",0.5379999999999999,Gold I,39,350,-1,-1,[],-1
2024/01/29 03:33:39,"Player(name='Sutyii', tag='2009')",0.5,Platinum IV,108,297,-1,-1,[],-1
2024/01/29 03:33:41,"Player(name='Matyasnyikow', tag='EUNE')",0.429,Emerald IV,42,648,-1,-1,[],-1
2024/01/29 03:33:44,"Player(name='Henry%20Chinaskiy', tag='mew')",0.47,Platinum IV,83,596,-1,-1,[],-1
2024/01/29 03:33:46,"Player(name='kiki%20kica%20carica', tag='EUNE')",0.41200000000000003,Platinum IV,34,507,-1,-1,[],-1
2024/01/29 03:33:48,"Player(name='Seny%20Kun', tag='EUNE')",0.547,Platinum II,86,289,-1,-1,[],-1
2024/01/29 03:33:51,"Player(name='hadury', tag='EUNE')",0.44799999999999995,Platinum IV,29,104,-1,-1,[],-1
2024/01/29 03:33:54,"Player(name='NextPercent', tag='EUNE')",0.505,Platinum IV,103,418,-1,-1,[],-1
2024/01/29 03:33:57,"Player(name='AlligatorFuHouse', tag='EUNE')",0.488,Platinum II,82,216,-1,-1,[],-1
2024/01/29 03:33:59,"Player(name='zuger', tag='mam0n')",0.5529999999999999,Platinum II,47,333,-1,-1,[],-1
2024/01/29 03:34:02,"Player(name='Feduboemodo', tag='EUNE')",0.579,Emerald IV,38,63,-1,-1,[],-1
2024/01/29 03:34:04,"Player(name='Eddie%20Hyde', tag='EUNE')",0.5579999999999999,Platinum IV,52,185,-1,-1,[],-1
2024/01/29 03:34:06,"Player(name='Matyasnyikow', tag='EUNE')",0.429,Emerald IV,42,648,-1,-1,[],-1
2024/01/29 03:34:09,"Player(name='Henry%20Chinaskiy', tag='mew')",0.47,Platinum IV,83,596,-1,-1,[],-1
2024/01/29 03:34:11,"Player(name='bananamen333', tag='EUNE')",0.5,Platinum III,44,325,-1,-1,[],-1
2024/01/29 03:34:14,"Player(name='GrubyPDW', tag='PDWW')",0.435,Platinum IV,62,568,-1,-1,[],-1
2024/01/29 03:34:17,"Player(name='Digll', tag='EUNE')",0.511,Platinum III,45,337,-1,-1,[],-1
2024/01/29 03:34:19,"Player(name='Matyasnyikow', tag='EUNE')",0.429,Emerald IV,42,648,-1,-1,[],-1
2024/01/29 03:34:21,"Player(name='GenetycznaDomina', tag='EUNE')",0.5,Platinum III,24,219,-1,-1,[],-1
2024/01/29 03:34:23,"Player(name='NaleUtoka', tag='6429')",0.429,Platinum IV,56,202,-1,-1,[],-1
2024/01/29 03:34:25,"Player(name='Henry%20Chinaskiy', tag='mew')",0.47,Platinum IV,83,596,-1,-1,[],-1
2024/01/29 03:34:27,"Player(name='hsmis', tag='EUNE')",0.525,Platinum IV,61,272,-1,-1,[],-1
2024/01/29 03:34:30,"Player(name='djoke', tag='EUNE')",0.593,Platinum III,27,136,-1,-1,[],-1
2024/01/29 03:34:32,"Player(name='Michnik3321', tag='EUNE')",0.679,Platinum II,28,66,-1,-1,[],-1
2024/01/29 03:34:35,"Player(name='gogo%20cIub%20', tag='EUNE')",0.6,Platinum II,40,371,-1,-1,[],-1
2024/01/29 03:34:38,"Player(name='RoamingBlank', tag='EUNE')",0.5,Platinum III,66,372,-1,-1,[],-1
2024/01/29 03:34:40,"Player(name='Ap3xF', tag='EUNE')",0.516,Platinum III,62,75,-1,-1,[],-1
2024/01/29 03:34:43,"Player(name='PeaceKeeperHere', tag='EUNE')",0.526,Platinum I,38,121,-1,-1,[],-1
2024/01/29 03:34:45,"Player(name='YordleRavager', tag='Poppy')",0.513,Platinum III,39,362,-1,-1,[],-1
2024/01/29 03:34:48,"Player(name='sitruunajaatee', tag='EUNE')",0.649,Emerald IV,74,263,-1,-1,[],-1
2024/01/29 03:34:50,"Player(name='TUSYJanG', tag='TUSY')",0.536,Platinum IV,56,502,-1,-1,[],-1
2024/01/29 03:34:53,"Player(name='Yuppi', tag='EUNE')",0.5489999999999999,Emerald IV,82,258,-1,-1,[],-1
2024/01/29 03:34:55,"Player(name='Margarrr%C3%A9ti', tag='EUNE')",0.486,Platinum III,37,253,-1,-1,[],-1
2024/01/29 03:34:58,"Player(name='Matyasnyikow', tag='EUNE')",0.429,Emerald IV,42,648,-1,-1,[],-1
2024/01/29 03:35:01,"Player(name='CWL%20JAN%20PAWE%C5%81%202', tag='2137')",0.419,Platinum III,31,304,-1,-1,[],-1
2024/01/29 03:35:11,"Player(name='Henry%20Chinaskiy', tag='mew')",0.47,Platinum IV,83,596,-1,-1,[],-1
2024/01/29 03:35:13,"Player(name='Jocelona', tag='EUNE')",0.585,Emerald IV,82,100,-1,-1,[],-1
2024/01/29 03:35:15,"Player(name='Avidus', tag='PLC')",0.6,Platinum III,35,722,-1,-1,[],-1
2024/01/29 03:35:17,"Player(name='Matyasnyikow', tag='EUNE')",0.429,Emerald IV,42,648,-1,-1,[],-1
2024/01/29 03:35:19,"Player(name='Fury%C3%B6zos', tag='EUNE')",1.0,Gold I,2,82,-1,-1,[],-1
2024/01/29 03:35:20,"Player(name='Henry%20Chinaskiy', tag='mew')",0.47,Platinum IV,83,596,-1,-1,[],-1
2024/01/29 03:35:22,"Player(name='GDRAGONN', tag='EUNE')",0.556,Platinum III,9,69,-1,-1,[],-1
2024/01/29 03:35:24,"Player(name='Tonroafot', tag='EUNE')",0.662,Emerald IV,74,158,-1,-1,[],-1
2024/01/29 03:35:25,"Player(name='Lord%20of%20terror', tag='EUNE')",0.544,Platinum IV,90,227,-1,-1,[],-1
2024/01/29 03:35:27,"Player(name='TillNexusFalls', tag='EUNE')",0.517,Platinum II,87,322,-1,-1,[],-1
2024/01/29 03:35:29,"Player(name='Ra1a11a1a', tag='EUNE')",0.73,Gold III,37,53,-1,-1,[],-1
2024/01/29 03:35:30,"Player(name='yarbarpl', tag='EUNE')",0.542,Platinum II,24,413,-1,-1,[],-1
2024/01/29 03:35:32,"Player(name='Dettebayo', tag='EUNE')",0.625,Gold I,16,371,-1,-1,[],-1
2024/01/29 03:35:34,"Player(name='Utvm', tag='EUNE')",0.508,Gold IV,59,472,-1,-1,[],-1
2024/01/29 03:35:36,"Player(name='Dominuj%C4%85cyMati', tag='EUNE')",0.45,Platinum III,20,293,-1,-1,[],-1
2024/01/29 03:35:37,"Player(name='Illuminative', tag='EUNE')",0.496,Platinum III,135,134,-1,-1,[],-1
2024/01/29 03:35:39,"Player(name='Jaram%20Kyepa', tag='EUNE')",0.6,Platinum II,35,219,-1,-1,[],-1
2024/01/29 03:35:41,"Player(name='Staj', tag='EUNE')",0.595,Emerald IV,74,382,-1,-1,[],-1
